timestamp,x,y,radius_px,in_text_region
1866.772891,0.619357,0.398148,159.4,1
1866.847227,0.623734,0.401389,153.7,1
1866.923062,0.626853,0.402315,148.7,1
1866.998953,0.629105,0.402315,144.3,1
1867.082694,0.632292,0.402315,137.3,1
1867.165383,0.634870,0.400492,131.2,1
1867.248772,0.652865,0.403241,151.8,1
1867.330982,0.661737,0.403704,150.9,1
1867.407652,0.674219,0.404167,154.6,1
1867.491117,0.686458,0.404167,157.4,1
1867.576621,0.691406,0.401852,148.9,1
1867.660495,0.712760,0.403241,171.7,1
1867.742973,0.721893,0.404167,162.4,1
1867.823394,0.727310,0.402779,152.8,1
1867.898752,0.730090,0.405556,148.0,1
1867.983446,0.735822,0.406019,136.9,1
1868.066300,0.743576,0.406019,135.8,1
1868.151451,0.761458,0.406481,151.2,1
1868.233052,0.770386,0.400926,149.2,1
1868.317535,0.774573,0.401389,141.3,1
1868.399697,0.781735,0.404167,139.3,1
1868.482466,0.786085,0.406351,132.4,1
1868.565478,0.805005,0.406019,154.7,1
1868.639883,0.816058,0.404630,161.3,1
1868.716255,0.819083,0.405556,156.2,1
1868.798951,0.822443,0.405093,149.6,1
1868.883343,0.835156,0.409259,158.0,1
1868.965240,0.843229,0.406944,152.1,1
1869.039723,0.856767,0.409448,159.0,1
1869.115945,0.863281,0.409722,155.5,1
1869.198844,0.869010,0.406481,147.7,1
1869.274486,0.872532,0.411111,141.4,1
1869.356907,0.881250,0.415741,145.4,1
1869.432489,0.865365,0.422222,180.6,1
1869.518038,0.472917,0.456481,100.1,0
1869.599698,0.662240,0.429630,239.6,1
1869.682992,0.622396,0.435648,197.5,1
1869.765709,0.603385,0.435648,168.0,1
1869.848424,0.592708,0.437500,147.8,1
1869.923377,0.589063,0.436574,140.3,1
1870.000656,0.587240,0.434259,135.8,1
1870.082941,0.586470,0.435044,132.3,1
1870.165946,0.589323,0.432407,134.6,1
1870.249383,0.591667,0.437037,132.5,1
1870.332330,0.616927,0.439352,168.1,1
1870.408361,0.625000,0.435185,164.5,1
1870.490897,0.631107,0.439631,157.3,1
1870.573215,0.637786,0.438870,148.7,1
1870.648771,0.642969,0.439043,140.6,1
1870.724337,0.646615,0.440741,132.9,1
1870.807647,0.649806,0.440741,126.5,1
1870.890537,0.659340,0.435185,134.3,1
1870.967047,0.667676,0.433797,138.3,1
1871.049259,0.672369,0.434722,131.0,1
1871.132804,0.675241,0.436643,126.8,1
1871.216065,0.678534,0.444282,122.6,1
1871.298880,0.681929,0.443334,116.8,1
1871.374197,0.688347,0.440278,119.7,1
1871.457027,0.693103,0.440741,122.2,1
1871.532353,0.694792,0.441204,119.5,1
1871.607284,0.696211,0.441003,116.9,1
1871.683258,0.697106,0.441095,114.8,1
1871.766556,0.693564,0.442733,121.0,1
1871.849445,0.688021,0.440278,130.0,1
1871.931287,0.687205,0.433797,129.6,1
1872.007586,0.686301,0.438102,127.9,1
1872.081921,0.686198,0.435648,126.0,1
1872.155106,0.686078,0.436695,124.3,1
1872.232181,0.685958,0.437040,122.4,1
1872.308337,0.687576,0.436111,123.3,1
1872.391150,0.692969,0.432407,129.0,1
1872.473375,0.707552,0.434259,150.2,1
1872.550011,0.716146,0.432407,159.3,1
1872.633301,0.726042,0.427778,159.0,1
1872.717890,0.729717,0.427828,152.8,1
1872.801070,0.740885,0.435185,156.0,1
1872.883217,0.751302,0.431019,158.8,1
1872.965088,0.757368,0.429630,151.4,1
1873.041577,0.761719,0.433333,144.9,1
1873.125103,0.765241,0.428780,136.9,1
1873.207582,0.772135,0.432870,132.8,1
1873.282154,0.779427,0.432870,131.7,1
1873.356823,0.782031,0.428241,126.6,1
1873.432849,0.784128,0.430556,122.7,1
1873.515629,0.787213,0.429357,117.7,1
1873.591748,0.789360,0.428241,114.7,1
1873.673088,0.806510,0.437963,135.0,1
1873.749499,0.811979,0.434722,133.8,1
1873.832169,0.815656,0.426852,130.9,1
1873.908629,0.817740,0.427021,127.2,1
1873.990859,0.818829,0.426852,124.6,1
1874.066366,0.819531,0.429630,123.1,1
1874.149711,0.820312,0.429630,120.2,1
1874.232561,0.820573,0.428704,117.9,1
1874.307174,0.820870,0.435913,116.3,1
1874.384427,0.819617,0.435176,116.1,1
1874.465789,0.820627,0.444989,115.7,1
1874.540084,0.821615,0.448611,116.9,1
1874.615472,0.822656,0.446296,117.0,1
1874.689587,0.823177,0.446759,115.8,1
1874.766993,0.823652,0.446127,114.7,1
1874.849611,0.826776,0.443981,116.7,1
1874.922759,0.829427,0.443981,118.7,1
1874.999426,0.832471,0.441204,118.8,1
1875.073736,0.834084,0.441324,115.9,1
1875.147213,0.835582,0.439376,113.4,1
1875.224236,0.837240,0.440741,110.5,1
1875.298295,0.841406,0.443519,112.7,1
1875.375156,0.844792,0.445370,114.2,1
1875.457447,0.856871,0.446212,130.6,1
1875.532808,0.864583,0.444907,136.3,1
1875.607199,0.867831,0.441204,134.3,1
1875.683248,0.870313,0.441204,132.3,1
1875.766202,0.872117,0.443055,128.8,1
1875.841479,0.792448,0.437037,279.0,1
1875.925489,0.437719,0.476852,69.5,0
1876.010117,0.646615,0.445833,239.0,1
1876.097028,0.572656,0.411111,257.9,1
1876.175363,0.580208,0.453241,190.1,1
1876.260213,0.572135,0.453241,174.7,1
1876.348380,0.529948,0.444444,238.7,1
1876.429338,0.526302,0.449074,231.6,1
1876.508655,0.541406,0.423148,196.9,1
1876.590791,0.574740,0.450463,122.9,1
1876.667083,0.576917,0.454630,122.0,1
1876.748708,0.581694,0.456825,127.1,1
1876.823809,0.584896,0.456019,127.2,1
1876.901259,0.587500,0.456481,124.9,1
1876.985132,0.606250,0.449074,151.0,1
1877.065863,0.613737,0.447537,151.9,1
1877.141893,0.616742,0.447013,146.5,1
1877.224664,0.620081,0.443275,141.3,1
1877.300121,0.623698,0.442130,134.0,1
1877.383004,0.640104,0.451852,150.4,1
1877.458331,0.653646,0.450000,159.4,1
1877.542191,0.660180,0.447685,153.1,1
1877.625884,0.669792,0.443519,153.9,1
1877.708418,0.686458,0.444907,165.3,1
1877.784416,0.692012,0.445370,160.0,1
1877.867191,0.696962,0.444907,150.5,1
1877.949665,0.709115,0.445370,154.7,1
1878.025351,0.715104,0.444907,147.3,1
1878.108359,0.724219,0.446296,150.9,1
1878.191583,0.736734,0.450463,153.8,1
1878.265770,0.753385,0.452778,165.0,1
1878.340636,0.778726,0.458010,186.2,1
1878.415849,0.786719,0.460648,179.9,1
1878.491559,0.792740,0.464439,167.9,1
1878.567182,0.796094,0.464815,161.3,1
1878.649742,0.807954,0.463854,158.4,1
1878.724517,0.814844,0.467130,153.8,1
1878.800327,0.821354,0.467130,144.8,1
1878.883051,0.827279,0.459538,138.8,1
1878.960124,0.843809,0.457870,149.3,1
1879.042540,0.851042,0.454167,146.3,1
1879.125475,0.861458,0.455556,149.1,1
1879.209068,0.881250,0.463889,162.5,1
1879.291665,0.887500,0.459259,157.6,1
1879.367583,0.865885,0.460648,198.9,1
1879.450119,0.437240,0.479167,68.2,0
1879.525658,0.664052,0.468983,219.2,1
1879.608783,0.626823,0.473148,189.8,1
1879.691440,0.607812,0.484259,162.6,1
1879.766336,0.597656,0.484259,147.8,1
1879.841888,0.592969,0.484259,139.0,1
1879.918115,0.590495,0.483487,133.5,1
1880.000763,0.589687,0.486974,129.3,1
1880.083839,0.613542,0.498611,170.2,1
1880.166271,0.619531,0.490741,171.3,1
1880.240631,0.625260,0.490741,164.2,1
1880.317251,0.629705,0.492988,156.5,1
1880.400733,0.634383,0.493304,147.2,1
1880.483839,0.641927,0.487963,147.8,1
1880.566600,0.665447,0.491667,166.8,1
